month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3
3,9,21,13,44,0.18,0.41,0.49,0.13
3,9,21,14,44,0.18,0.41,0.48,0.13
3,9,21,15,45,0.18,0.41,0.48,0.14
3,9,21,16,45,0.18,0.41,0.49,0.14
3,9,21,17,45,0.18,0.41,0.48,0.15
3,9,21,18,45,0.18,0.41,0.47,0.15
3,9,21,19,45,0.18,0.41,0.49,0.14
3,9,21,20,45,0.18,0.41,0.5,0.14
3,9,21,21,45,0.18,0.41,0.49,0.13
3,9,21,22,45,0.18,0.41,0.47,0.13
3,9,21,23,45,0.18,0.41,0.48,0.13
3,9,21,24,45,0.18,0.41,0.48,0.13
3,9,21,25,45,0.18,0.41,0.48,0.13
3,9,21,26,45,0.18,0.41,0.48,0.13
3,9,21,27,45,0.18,0.41,0.47,0.13
3,9,21,28,45,0.18,0.42,0.48,0.13
3,9,21,29,45,0.18,0.42,0.48,0.13
3,9,21,30,45,0.18,0.42,0.48,0.13
3,9,21,31,45,0.18,0.42,0.48,0.13
3,9,21,32,45,0.18,0.42,0.48,0.13
3,9,21,33,45,0.18,0.42,0.48,0.13
3,9,21,34,45,0.18,0.42,0.49,0.13
3,9,21,35,45,0.18,0.42,0.49,0.13
3,9,21,36,46,0.18,0.41,0.51,0.13
3,9,21,37,46,0.18,0.42,0.51,0.13
3,9,21,38,46,0.22,0.42,0.5,0.15
3,9,21,39,46,0.18,0.41,0.5,0.13
3,9,21,40,46,0.18,0.41,0.5,0.13
3,9,21,41,46,0.18,0.41,0.5,0.13
3,9,21,42,46,0.18,0.41,0.5,0.13
3,9,21,43,46,0.18,0.41,0.5,0.13
3,9,21,44,46,0.18,0.41,0.5,0.13
3,9,21,45,46,0.18,0.41,0.5,0.14
3,9,21,46,46,0.18,0.41,0.5,0.15
3,9,21,47,46,0.18,0.41,0.5,0.14
3,9,21,48,46,0.18,0.44,0.5,0.17
3,9,21,49,46,0.18,0.41,0.51,0.13
3,9,21,50,46,0.18,0.41,0.5,0.13
3,9,21,51,46,0.18,0.41,0.49,0.13
3,9,21,52,46,0.18,0.41,0.49,0.13
3,9,21,53,46,0.18,0.41,0.5,0.13
3,9,21,54,46,0.18,0.41,0.49,0.13
3,9,21,55,46,0.18,0.41,0.5,0.13
3,9,21,56,47,0.18,0.41,0.5,0.13
3,9,21,57,47,0.18,0.41,0.5,0.13
3,9,21,58,47,0.18,0.41,0.5,0.18
3,9,21,59,47,0.18,0.41,0.5,0.13
3,9,22,0,47,0.18,0.41,0.5,0.13
3,9,22,1,47,0.18,0.41,0.49,0.13
3,9,22,2,47,0.18,0.41,0.49,0.13
3,9,22,3,47,0.18,0.41,0.49,0.13
3,9,22,4,47,0.18,0.4,0.49,0.12
3,9,22,5,47,0.18,0.41,0.49,0.13
3,9,22,6,47,0.18,0.41,0.5,0.13
3,9,22,7,47,0.18,0.41,0.49,0.13
3,9,22,8,47,0.18,0.41,0.49,0.13
3,9,22,9,47,0.21,0.41,0.5,0.14
3,9,22,10,47,0.18,0.41,0.49,0.13
3,9,22,11,47,0.18,0.41,0.49,0.13
3,9,22,12,47,0.18,0.41,0.49,0.13
3,9,22,13,47,0.18,0.4,0.49,0.13
3,9,22,14,47,0.18,0.4,0.49,0.13
3,9,22,15,47,0.18,0.4,0.49,0.13
3,9,22,16,48,0.18,0.4,0.49,0.13
3,9,22,17,48,0.18,0.4,0.49,0.13
3,9,22,18,48,0.18,0.4,0.49,0.13
3,9,22,19,48,0.25,0.42,0.5,0.16
3,9,22,20,48,0.18,0.4,0.49,0.13
3,9,22,21,48,0.18,0.41,0.49,0.13
3,9,22,22,48,0.18,0.4,0.5,0.12
3,9,22,23,48,0.18,0.4,0.5,0.13
3,9,22,24,48,0.18,0.4,0.5,0.13
3,9,22,25,48,0.18,0.4,0.5,0.13
3,9,22,26,48,0.18,0.41,0.5,0.13
3,9,22,27,48,0.18,0.41,0.5,0.13
3,9,22,28,48,0.18,0.41,0.5,0.12
3,9,22,29,48,0.18,0.41,0.5,0.18
3,9,22,30,48,0.18,0.41,0.5,0.13
